7896181902553##DISGREN                                      300MCG CX 20 CAP##37,92 
7896014684038##FILGRASTINE                                  300MCG/ML SOL INJ 10FA X1ML##3.901,56 
7896014684250##FILGRASTINE                                  300MCG/ML SOL INJ 10SER-PREE X1ML##3.901,56 
7896014684168##FILGRASTINE                                  300MCG/ML SOL INJ 12AMP X1ML##4.681,86 
7896014684045##FILGRASTINE                                  300MCG/ML SOL INJ 12FA X1ML##4.681,86 
7896014684267##FILGRASTINE                                  300MCG/ML SOL INJ 12SER PREE X1ML##4.681,86 
7896014684366##FILGRASTINE                                  300MCG/ML SOL INJ 12SER-PREEX1ML+SIST.SEG.##4.681,82 
7896014684328##FILGRASTINE                                  30MCG SOL INJ SER-PREE X1ML+SIST.SE##390,15 
7896014684397##FILGRASTINE                                  600MCG 5SER-PREE X 0,5ML+SIST.SEG.##2.036,23 
7896014684274##FILGRASTINE                                  600MCG INJ 1SER PREE X0,5ML##407,24 
7896014684298##FILGRASTINE                                  600MCG INJ 5SER-PREE X0,5ML##2.036,23 
7896014684304##FILGRASTINE                                  600MCG/ML SOL INJ 10SER-PREEX0,5ML##4.072,47 
7896014684403##FILGRASTINE                                  600MCG/ML SOL INJ 10SER-PREEX0,5ML+SIST.SEG.##4.072,46 
7896014684311##FILGRASTINE                                  600MCG/ML SOL INJ 12SER PREE X0,5ML##4.886,97 
7896014684410##FILGRASTINE                                  600MCG/ML SOL INJ 12SER-PREEX0,5ML+SIST.SEG.##4.886,96 
7891317004439##FILINAR                                      10MG/ML XPE FR 120 ML+COPO MED##16,18 
7891317485153##FILINAR                                      5MG/ML GEL FR 120ML##11,39 
7891317004378##FILINAR                                      5MG/ML XPE FR 120 ML+COPO MED##11,80 
7897316801734##FILMCEL                                      0,5% SOL OFT COL FR 10ML##7,16 
7896094208018##FILTRUM                                      HT FPS 30 LOCAO BG 60##40,95 
7896094208025##FILTRUM                                      COLOR FPS 50 EMU BG 60ML+PUMP DOSADOR##45,82 
7896094208049##FILTRUM                                      FPS 50 CREME BG 120##55,52 
7896094208032##FILTRUM                                      ULTRA SECO BG 60##40,00 
7896094208520##FILTRUM HIDRAT                               FPS 30 CREME 60GR##44,11 
7896094208537##FILTRUM ULTRA SECO                           FPS 30 CREME 60GR##43,08 
7896094208544##FILTRUM VIT                                  FPS 50 CREME 120GR##59,79 
7896094201187##FINALOP                                      1 MG CX 30 COMP REV##36,67 
7896094203075##FINALOP                                      1MG CX 30 COMP REV##39,00 
7898272940390##FINAPECIA                                    1MG CX 30 COM REV##34,61 
7896112151586##FINARID                                      5MG CX 30 COMP REV##75,02 
7896714204406##FINASTEC                                     5MG CX 30 COMP##77,01 
7896004706405##FINASTERIDA                                  1MG CX 30 COMP##38,59 
7896004707532##FINASTERIDA                                  1MG CX 30 COMP REV##40,80 
7894916142847##FINASTERIDA                                  1MG CX 30 COMP REV##38,17 
7896004716343##FINASTERIDA                                  1MG CX 60 COMP##73,35 
7896004718583##FINASTERIDA                                  1MG CX 90 COMP REV##98,98 
7896004703466##FINASTERIDA                                  5MG CX 30 COMP##73,85 
7896004707501##FINASTERIDA                                  5MG CX 30 COMP##68,93 
7896714222202##FINASTERIDA                                  5MG CX 30 COMP REV##78,47 
7894916140348##FINASTERIDA                                  5MG CX 30 COMP REV##71,13 
7896004718590##FINASTERIDA                                  5MG CX 90 COMP REV##197,67 
7896422509398##FINASTERIDA                                  1MG CX 30 COMP##38,44 
7891317002565##FINASTERIDA                                  1MG CX 30 COMP##38,26 
7891721270406##FINASTERIDA                                  1MG CX 30 COMP REV##35,97 
7897595604569##FINASTERIDA                                  1MG CX 30 COMP REV##38,43 
7896181905691##FINASTERIDA                                  1MG CX 30 COMP REV##38,62 
7896422509411##FINASTERIDA                                  1MG CX 60 COMP##73,73 
7891721270420##FINASTERIDA                                  1MG CX 60 COMP REV##67,90 
7896422509428##FINASTERIDA                                  5MG CX 30 COMP##74,14 
7891317002572##FINASTERIDA                                  5MG CX 30 COMP##56,39 
7897595604583##FINASTERIDA                                  5MG CX 30 COMP REV##73,81 
7896181911043##FINASTERIDA                                  5MG CX 30 COMP REV##54,19 
7896112190844##FINASTERIDA                                  1MG CX 30 COMP REV##41,42 
7895296275040##FINASTERIDA                                  1MG CX 30 COMP REV##40,15 
7896112190851##FINASTERIDA                                  1MG CX 60 COMP REV##78,19 
7898361880767##FINASTERIDA                                  5MG CX 10 COMP REV##32,27 
7898361884529##FINASTERIDA                                  5MG CX 100 COMP REV EMB HOSP##322,76 
7898361884536##FINASTERIDA                                  5MG CX 200 COMP REV EMB HOSP##645,51 
7891721275012##FINASTERIDA                                  5MG CX 30 COMP REV##65,70 
7896112130215##FINASTERIDA                                  5MG CX 30 COMP REV##75,65 
7895296276047##FINASTERIDA                                  5MG CX 30 COMP REV##74,35 
7898361884543##FINASTERIDA                                  5MG CX 500 COMP REV EMB HOSP##1.613,79 
7895296063050##FINASTERIDA                                  5MG CX 60 COMP REV##89,75 
7894916500715##FINASTIL                                     5MG 2BL X 15 COMP REV##50,94 
7898014560237##FINEST                                       CX 50 CAP##39,14 
7898924769034##FIRAZYR                                      10MG/ML 1SER X 3ML+AGULHA##5.515,76 
7896165600635##FIRMAGON                                     120MG PO INJ X 2FA+1DIL 6ML+2SER+2AGU+2ADAP##420,21 
7896165600642##FIRMAGON                                     80MG PO INJ X1FA+1DIL 6ML+1SER+1AGU+4ADAP##764,99 
7897473206465##FISIOATIV                                    FR 200ML LIQ SOAP (+10%IPI)##33,20 
7897473205222##FISIOATIV                                    CREME BG 60G (+22% IPI)##32,49 
7897473205215##FISIOATIV                                    LOCAO CREMOSA 150ML (+22% IPI)##41,61 
7893736013115##FISIORINUS                                   9+0,1MG SOL NAS FR GTS 30ML##7,57 
7897299902190##FISIOSORO                                    9+0,1MG SOL NAS FR GTS 30ML INF##5,96 
7897299902183##FISIOSORO                                    0,5MG SOL NAS FR GTS 30ML ADU##4,94 
7896658015090##FISIOTON                                     400MG CX 20 COMP##29,19 
7896658015106##FISIOTON                                     400MG CX 30 COMP##43,81 
7896658015113##FISIOTON                                     400MG CX 60 COMP##80,52 
7898040323721##FITOCOR                                      60 CAPS X 15 SACHES##55,22 
7896083410309##FITOESTEROL                                  1000MG CX 60 CAP##53,83 
7896360001398##FITOLESS                                     1000MG FR 30 CAP##26,90 
7896637017176##FITOSCAR                                     60MG POM BG 20##40,66 
7896658004001##FLAGASS                                      40MG CX 20 COMP##13,34 
7896658004018##FLAGASS                                      75MG EMUL ORAL FR 10ML##12,44 
7896658021527##FLAGASS                                      125MG CX 10 CAP##12,51 
7896658021503##FLAGASS                                      125MG CX 4 CAP##5,00 
7897917001311##FLAGIMAX                                     100MG GEL VAG BG 50G+APLIC##14,61 
7897917001557##FLAGIMAX                                     40MG SUS OR FR 100ML+CM##11,11 
7891058017415##FLAGYL                                       40MG/ML SUS OR FR 100ML PED##11,20 
7896070600911##FLAGYL                                       100MG/G GEL VAG BG 50G+10APLIC##26,55 
7896070600607##FLAGYL                                       250MG CX 20 COMP REV##11,30 
7896070600799##FLAGYL                                       400MG CX 24 COMP REV##15,49 
7896070600829##FLAGYL                                       5MG/ML SOL INJ FR 100ML+BOLSA PLASTICA##15,39 
7896070600904##FLAGYL                                       100MG/G+20.000UI/G CREME VAG BG 50G+10APLIC##35,16 
7898060138725##FLAMACORTEN                                  20MG CX 20 COMP##15,96 
7898060138718##FLAMACORTEN                                  5MG CX 20 COMP##6,19 
7896004713632##FLAMADOR                                     25MG GEL BG 30##15,60 
7896004713649##FLAMADOR                                     50MG CX 24 CAP##18,80 
7898060138244##FLAMAPROX                                    250MG CX 15 COMP##4,94 
7898060138251##FLAMAPROX                                    500MG CX 20 COMP##15,65 
7896006239109##FLAMATEC                                     15MG CX 10 COMP##25,86 
7896006238607##FLAMATEC                                     7,5MG CX 10 COMP##11,37 
7898049791743##FLAMATRAT                                    15MG/ML SUS OR 50FR GTS 20ML##386,44 
7898049793594##FLAMATRAT                                    15MG/ML SUS OR FR GTS 20ML##10,43 
7898049792245##FLAMATRAT P                                  50MG CX 20 DR##7,08 
7896523218663##FLAMOSTAT                                    20MG CX 12 CAP##8,30 
7896112140405##FLANAREN                                     50MG CX 20 COMP REV##4,66 
7891106006491##FLANAX                                       275MG CX 20 COMP REV##22,00 
7891106908306##FLANAX                                       275MG CX 60 COMP REV##66,03 
7891106006507##FLANAX                                       550MG CX 10 COMP REV##20,96 
7891106908320##FLANAX                                       550MG DISPLAY C/ 60 COMP REV##125,77 
7896637023146##FLANCOX                                      300MG CX 14 COMP REV##12,39 
7896637023139##FLANCOX                                      300MG CX 30 COMP REV##26,61 
7896637023344##FLANCOX                                      400MG CX 10 COMP REV##11,80 
7896637022446##FLANCOX                                      400MG CX 20 COMP REV##23,64 
7896637023337##FLANCOX                                      400MG CX 6 COMP REV##7,08 
7897322701721##FLATEX                                       150MG CX 12 COMP##16,78 
7897322701684##FLATEX                                       150MG SPL FR GT 10ML##14,63 
7897322701691##FLATEX                                       40MG CX 20 COMP##11,13 
7897322701677##FLATEX                                       75MG SOL FR GTS 15 ML PED##11,66 
7897917001021##FLATICONA                                    40MG CX 20 COMP##9,34 
7897917001007##FLATICONA                                    75MG EMU FR GTS 10ML##6,45 
7897917002103##FLATICONA                                    75MG EMU FR GTS 20ML##12,42 
7896004706542##FLATOL                                       MAX 125MG CX 10 CAP##13,02 
7896004706252##FLATOL                                       CX 20 COMP##9,47 
7896004726427##FLATOL                                       FR GTS 15ML##10,38 
7896112436102##FLAVENOS                                     500MG CX 30 COMP REV##38,03 
7896112419648##FLAVENOS                                     500MG CX 60 COMP REV##69,06 
7896714221847##FLAVONID                                     450+50MG CX BL 60 COMP REV##79,30 
7896714203768##FLAVONID                                     500MG CX 30 COMP##46,37 
7896714222967##FLAVONID                                     CX 500 COMP REV##386,40 
7891721000911##FLAXIN                                       5MG CX 30 COMP REV##39,90 
7896714203591##FLAZAL                                       30MG CX 10 COMP##80,76 
7896714203584##FLAZAL                                       6MG CX 20 COMP##35,55 
7898040322670##FLEBON                                       50MG CX 30 COMP##36,36 
