7896023792113##OLEO DE LINHACA                              FR 30 COMP##23,72 
7891317427344##PERMUT                                       0,5+1,0+10+10MG/G CREME DERM BG 10##8,86 
7891317427351##PERMUT                                       0,5+1,0+10+10MG/G POM DERM BG 10##8,86 
7795304000179##PERSANTIN                                    10MG SOL INJ 5AMP X 2ML##3,72 
7896026300575##PERSANTIN                                    75MG CX 40 DR##5,83 
7897406111897##PETINAN                                      50MG SOL INJ CX 25AMP X 2ML##59,07 
7897406112092##PETINAN                                      50MG SOL INJ CX 50AMP X 2ML##118,14 
7897406112108##PETINAN                                      50MG SOL INJ CX 5AMP X 2ML##11,82 
7898100240432##PETIVIT BC                                   XPE FR 240ML##20,34 
7610939001264##PHARMATON                                    FR 100 CAP##129,12 
7610939001257##PHARMATON                                    FR 30 CAP##46,41 
7610939003039##PHARMATON                                    FR 60 CAP##83,72 
7896026302814##PHARMATON KIDDI                              XPE FR 200ML+CM##24,18 
7898216362462##PHARNOLOL                                    40MG CX 30 COMP##4,09 
7891317121280##PHASEBLOCK                                   CREME 40G/39,5ML##58,10 
7891317121341##PHASEBLOCK                                   CREME TINTO 40G/38,1ML##57,99 
7891317121365##PHASEBLOCK                                   FLUIDO 40G/39,5ML##57,99 
7891317121389##PHASEBLOCK                                   LEITE 100MG/98,7ML##94,86 
7894916506663##PHASTER                                      11,6MG FR 60##20,42 
7896004746401##PHASTER                                      GEL BG 60##9,98 
7896090660100##PHILLIPS                                     CREME DENTAL BG 90##8,36 
7898100243112##PHITOSS                                      7MG/ML XPE FR 100ML PET##23,44 
7898100243129##PHITOSS                                      7MG/ML XPE FR 240ML PET##40,55 
7896676401608##PHOSFOENEMA                                  16+6G CX 12FR X 130ML EMB HOSP##108,07 
7896676401776##PHOSFOENEMA                                  16+6G FR 130ML##8,76 
7896112419884##PHOTOPROST                                   FPS100 COLOR ES X FR 40ML##72,97 
7896112415435##PHOTOPROT                                    FLUIDO FPS100 X 40ML##72,97 
7896112419853##PHOTOPROT                                    FPS100 COLOR CL X FR 40ML##72,97 
7896112421412##PHOTOPROT                                    FPS45 GEL CREM X 120##73,88 
7896112421337##PHOTOPROT                                    FPS45 SPRAY X FR 150ML##77,40 
7896023785535##PHYTOVEIN                                    CX 45 CAP##39,39 
7896253902030##PIASCLEDINE                                  100+200MG CX 15 CAP##94,17 
7896253902771##PIASCLEDINE                                  100+200MG CX 30 CAP##182,57 
7896023700088##PICOLINATO DE CROMO                          FR 60 COMP##39,20 
7896165600727##PICOPREP                                     10MG+3,5+12G PO PREP CX 2 SACH##23,39 
7897851250363##PIDOMAG                                      CX 12 FLAC##25,10 
7898906846166##PIELSANA                                     GEL DERMOPROTETOR 100##58,00 
7898906846142##PIELSANA                                     GEL DERMOPROTETOR 50##32,00 
7898946240672##PIELSANA                                     LOCAO HIDRAT PREMIUM FR 200ML##66,00 
7898906846203##PIELSANA                                     LOCAO HIDRATANTE FR 100ML##32,00 
7898906846210##PIELSANA                                     LOCAO HIDRATANTE FR 200ML##60,00 
7898906846340##PIELSANA                                     LOCAO HIDRATANTE FR 50ML##20,70 
7898906846081##PIELSANA                                     OLEO DERMOPROTETOR FR 100ML##53,00 
7898906846098##PIELSANA                                     OLEO DERMOPROTETOR FR 200ML##89,70 
7898906846056##PIELSANA                                     OLEO DERMOPROTETOR FR 20ML##14,60 
7898906846067##PIELSANA                                     OLEO DERMOPROTETOR FR 30ML##22,00 
7898906846074##PIELSANA                                     OLEO DERMOPROTETOR FR 50ML##32,00 
7898946240740##PIELSANA BANDAGEM                            DERMOPROTETOR 7,5CM X 6,00M##114,00 
7898946240757##PIELSANA BANDAGEM                            DERMOPROTETOR 7,5CM X 9,14M##170,40 
7898906846319##PIELSANA GAZE DE RAYON                       7,5X15CM OLEO DERMOPROT 24 SACH 5ML##216,00 
7898906846494##PIELSANA GAZE DE RAYON                       7,5X15CM OLEO DERMOPROT SACH 5ML##9,00 
7898906846326##PIELSANA GAZE DE RAYON                       7,5X40CM OLEO DERMOPROT 24SACH 10ML##665,20 
7898906846012##PIELSANA GAZE DE RAYON                       7,5X40CM OLEO DERMOPROT SACH 10ML##27,70 
7898906846302##PIELSANA GAZE DE RAYON                       7,5X7,5CM OLEO DERMOPROT 24 SACH 3ML##155,90 
7898906846500##PIELSANA GAZE DE RAYON                       7,5X7,5CM OLEO DERMOPROT SACH 3ML##6,50 
7891317477226##PIEMONTE                                     4MG CX 10 COMP MAST##14,12 
7891317477202##PIEMONTE                                     4MG CX 30 COMP MAST##42,36 
7891317477196##PIEMONTE                                     5MG CX 10 COMP MAST##16,25 
7891317477172##PIEMONTE                                     5MG CX 30 COMP MAST##48,71 
7896006238751##PILEM                                        0,75MG CX 2 COMP##14,95 
7898168000276##PILEXIL                                      LOCAO FR 120ML##72,78 
7898168000290##PILEXIL                                      SHAMPOO FR 150ML##52,37 
7898168000306##PILEXIL                                      SHAMPOO FR 300ML##80,66 
7898168001136##PILEXIL PACK                                 LOCAO FR 120ML+SHAMPOO FR 150ML##97,39 
7898922749373##PILICIS                                      FR 60 CAP##35,00 
7898922749199##PILICIS                                      GEL FR 40G+COLHER DOS##32,00 
7898922749052##PILICIS                                      GEL CX 10 SACH X 4##36,00 
7898922749458##PILICIS BARRAS                               BARRA 25G CX 12 UNID##29,95 
7898922749380##PILIGOJI                                     FR 60 CAP##35,00 
7896180300091##PILOCAN                                      20MG SOL OFT FR 10ML##18,09 
7897316802212##PILOCARPINA                                  1% SOL OFT FR 10ML##12,96 
7897316802236##PILOCARPINA                                  2% SOL OFT FR 10ML##18,25 
7897316802250##PILOCARPINA                                  4% SOL OFT FR 10ML##26,69 
7898154460350##PILOSOL                                      20MG SOL OFT FR GOT 10ML##9,69 
7898154460367##PILOSOL                                      40MG/ML SOL OFT FR GOT 10ML##14,32 
7898089300035##PILULAS DE LUSSEN                            8+10+30+10+20MG CX 36DR##12,07 
7898089300042##PILULAS IMESCARD                             10+10+10+30MG CX 36DR##11,57 
7896676416909##PINAZAN                                      100MG CX 30 COMP##95,22 
7896676416879##PINAZAN                                      25MG CX 30 COMP##23,68 
7896676416923##PINAZAN                                      100MG CX 450 COMP EMB HOSP##1.428,41 
7896676416886##PINAZAN                                      25MG CX 200 COMP EMB HOSP##157,79 
8902220109643##PIOGLIT                                      15MG CX 30 COMP##38,34 
8902220109681##PIOGLIT                                      30MG CX 30 COMP##58,72 
8902220109728##PIOGLIT                                      45MG CX 30 COMP##113,83 
7893454103914##PIOLETAL                                     10MG LOCAO FR 60ML##15,27 
7893454103921##PIOLETAL                                     PLUS 50MG LOCAO FR 60ML##19,24 
7897917000123##PIOSAN                                       0,01G LOCAO FR 60ML##10,66 
7896004739038##PIOTAZ                                       15MG CX 30 COMP##36,66 
7896004739021##PIOTAZ                                       30MG CX 30 COMP##56,15 
7896004732329##PIOTAZ                                       45MG CX 15 COMP##54,42 
7898924600887##PIPERACILINA + TAZOBACTAM                    2,25 G PO INJ CT 10 FA##517,12 
7898924600924##PIPERACILINA + TAZOBACTAM                    4,5 G PO INJ CT 10 FA##828,24 
7898208612303##PIPERACILINA SODICA+TAZOBAC TAM SODICO       4,0+0,5G PO SOL INJ CX 25FA X 20ML EMB HOSP##1.874,73 
7898924600894##PIPERACILINA SODICA+TAZOBACTAM SODICO        2G+ 0,25G PO SOL INJ CT 25 FA##1.292,81 
7898924600900##PIPERACILINA SODICA+TAZOBACTAM SODICO        2G+ 0,25G PO SOL INJ CT 50 FA##2.585,60 
7898924600658##PIPERACILINA SODICA+TAZOBACTAM SODICO        2G+ 0,25G PO SOL INJ CT FA##51,71 
7898924600665##PIPERACILINA SODICA+TAZOBACTAM SODICO        4G+ 0,5 G PO SOL INJ CT FA##82,82 
7898924600948##PIPERACILINA SODICA+TAZOBACTAM SODICO        4G+ 0,5G PO SOL INJ CT 50 FA##4.141,20 
7898924600917##PIPERACILINA SODICA+TAZOBACTAM SODICO        2 G+ 0,25 G PO SOL INJ CT 100 FA VD INC##5.171,22 
7898924600955##PIPERACILINA SODICA+TAZOBACTAM SODICO        4 G+ 0,5 G PO SOL INJ CT 100 FA VD INC##8.282,39 
7898924600931##PIPERACILINA SODICA+TAZOBACTAM SODICO        4 G+ 0,5 G PO SOL INJ CT 25 FA VD INC##2.070,60 
7898208149811##PIPERACILINA SODICA+TAZOBACTAM SODICO        4+0,5G PO SOL INJ CX 25 AMP X 20ML HOSP##1.785,46 
7898361880323##PIPERACILINA SODICA+TAZOBACTAM SODICO        2+0,25G PO LIOF SOL INJ 1FA X 30ML##51,71 
7898361886066##PIPERACILINA SODICA+TAZOBACTAM SODICO        2+0,25G PO SOL INJ 100FA X 30ML EMB HOSP##5.171,28 
7898361886035##PIPERACILINA SODICA+TAZOBACTAM SODICO        2+0,25G PO SOL INJ 10FA X 30ML EMB HOSP##517,13 
7898361886042##PIPERACILINA SODICA+TAZOBACTAM SODICO        2+0,25G PO SOL INJ 25FA X 30ML EMB HOSP##1.292,82 
7898361886059##PIPERACILINA SODICA+TAZOBACTAM SODICO        2+0,25G PO SOL INJ 50FA X 30ML EMB HOSP##2.585,65 
7898361880378##PIPERACILINA SODICA+TAZOBACTAM SODICO        4+0,5G PO LIOF SOL INJ 1FA X 40ML##82,83 
7898361886103##PIPERACILINA SODICA+TAZOBACTAM SODICO        4+0,5G PO SOL INJ 100FA X 40ML EMB HOSP##8.282,55 
7898361886073##PIPERACILINA SODICA+TAZOBACTAM SODICO        4+0,5G PO SOL INJ 10FA X 40ML EMB HOSP##828,26 
7898361886080##PIPERACILINA SODICA+TAZOBACTAM SODICO        4+0,5G PO SOL INJ 25FA X 40ML EMB HOSP##2.070,64 
7898361886097##PIPERACILINA SODICA+TAZOBACTAM SODICO        4+0,5G PO SOL INJ 50FA X 40ML EMB HOSP##4.141,28 
7898208143819##PIPERACILINA SODICA+TAZOBACTAM SODICO        4+0,5G PO SOL INJ CX 1 AMP X 20ML HOSP##79,42 
7898487605213##PIPERACILINA SODICA+TAZOBACTAM SODICO        4,0+0,5G PO SOL INJ CX 20 FA+BOLS X 100ML##1.391,56 
7891317009151##PIPERACILINA+TAZOBACTAM                      2G+250MG PO SOL INJ 10FA##506,77 
7891317004774##PIPERACILINA+TAZOBACTAM                      4G+500MG PO SOL INJ 10FA##809,46 
7896070605152##PIPORTIL L4                                  25MG SOL INJ CX 1AMP X 4ML##41,16 
7896070605169##PIPORTIL L4                                  25MG SOL INJ CX 3 AMP X 1ML##35,60 
7898074616264##PIPUROL                                      200MG CX 20 CAP##18,74 
7898074616141##PIPUROL                                      400MG CX 20 CAP##25,19 
7898109241898##PIRAMIN                                      200MG/ML SOL ORAL FR 15ML##6,98 
7897917001632##PIROFLAN                                     20MG CX 10 CAP##6,52 
7898060132150##PIROXAM                                      20MG CX 15 CAP##7,84 
7899547506761##PIROXICAM                                    20MG CX 80 CAP GEL (EMB FRAC)##47,57 
7896004708454##PIROXICAM                                    20MG CX 10 CAP##8,78 
7896714215013##PIROXICAM                                    20MG CX 10 CAP GEL DURA##8,90 
7896004705088##PIROXICAM                                    20MG CX 10 COMP##9,15 
7896181905226##PIROXICAM                                    20MG CX 15 CAP##12,73 
7896004708461##PIROXICAM                                    20MG CX 15 CAP##12,42 
7896714209456##PIROXICAM                                    20MG CX 15 CAP GEL DURA##13,97 
7896004705071##PIROXICAM                                    20MG CX 15 COMP##14,08 
7894916145206##PIROXICAM                                    20MG CX 20 COMP##9,06 
7896004719535##PIROXICAM                                    20MG CX 60 CAP##55,09 
7896004713946##PIROXICAM                                    5MG GEL BG 30##14,48 
7896523211435##PIROXICAM                                    20MG CX 15 CAP##18,37 
7898148292486##PIROXICAM                                    20MG CX 15 CAP##12,48 
7898148292509##PIROXICAM                                    20MG CX 300 CAP EMB HOSP##147,98 
7897595601964##PIROXICAM                                    20MG CX 10 COMP SOL##8,86 
7897595606440##PIROXICAM                                    20MG CX 15 COMP SOL##13,32 
7897917000963##PLABEL                                       10MG CX 20 COMP##7,38 
